data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5234813,368,IRQ20511,20511,"20 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iran)",6,,,0,60,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,"National Iraqi News Agency",National,"On June 20, hundreds of people in the city of Basra, protested demanding better services and job opportunities for the unemployed amid tight security measures. [size=hundreds]",0,1561412843,IRQ
5762603,368,IRQ20509,20509,"19 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,"FARS News Agency (Iran)",National,"On June 19, tens of members of the Directorate of Water in Basra protested in front of the local government building in the area of Maaqal to demand better living standards and fairness, like their peers in other government departments. [size=tens]",0,1567462150,IRQ
5762588,368,IRQ20510,20510,"19 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Thi-Qar,"Suq Al-Shoyokh",,"Suq Al-Shoyokh",30.8909,46.4543,1,"FARS News Agency (Iran)",National,"On June 19, tens of residents of Suq al-Shoyoukh area Thi-Qar district protested the government's readability to the shortage in electricity. [size=tens]",0,1567462150,IRQ
5762573,368,IRQ20502,20502,"18 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Teachers (Iraq)",6,,,0,60,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,"FARS News Agency (Iran)",National,"On June 18, tens of teachers working on consultant contracts protested in Basra city, demanding they be given fixed-term contracts. [size=tens]",0,1567462150,IRQ
5762595,368,IRQ20494,20494,"17 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Qadissiya,Hamza,,Hamza,31.7244,44.9769,1,"FARS News Agency (Iran)",National,"On June 17, tens of residents of al-Hamza city, protested in the center of the city, demanding an improvement of the service sector in the district. [size=tens]",0,1567462150,IRQ
5218588,368,IRQ20436,20436,"14 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Baghdad,Baghdad,,Baghdad,33.3248,44.4213,1,"Al Mawqif",National,"On 11 06 2019, civilians protested against the government for not prosecuting those involved in the ""Camp Speicher massacre"" in which 1700 students were killed by IS militants, in Baghdad city. [size=no report]",0,1560812294,IRQ
5838744,368,IRQ20479,20479,"12 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Dahuk,Amedi,,Amadiya,37.0921,43.4877,2,"ROJ News",Subnational,"On June 12th, local villagers came together to protest the ongoing bombardment by Turkish warplanes in Cemanke (Kurdish name) village in Amadiya/Amedi area of Dahuk/Iraq. [size=no report]",0,1567462242,IRQ
5218587,368,IRQ20435,20435,"11 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Diyala,Muqdadiyah,,"Abu Karmah",33.9069,44.7245,1,"Al Mawqif",National,"On 11 06 2019, civilians protested the lack of security in the province, in Abu Karmah of Muqdadiyah district, Diyala. [size=no report]",0,1560812294,IRQ
5218610,368,IRQ20448,20448,"11 June 2019",2019,2,Protests,"Peaceful protest","Protesters (Iraq)","Farmers (Iraq)",6,,,0,60,"Middle East",Iraq,Basrah,Al-Qurna,,"Majnoon Oil Field",31.0726,47.6089,1,"Al Mirbad",National,"Reported on 11 06 2019, farmers and landowners protested against the government for not compensating them after taking their lands to build the oil field and to demand better job opportunities, in Majnoon oil field of Al-Qurna district, Basrah. [size=Dozens]",0,1560812294,IRQ
5218585,368,IRQ20434,20434,"10 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Qadissiya,Hamza,,Hamza,31.7244,44.9769,1,"Al Mawqif",National,"On 10 06 2019, civilians protested the constant power outages, in Hamza district, Qadissiya. [size=no report]",0,1560812294,IRQ
6063601,368,IRQ20337,20337,"31 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Baghdad,Baghdad,,Baghdad,33.3248,44.4213,3,"BBC News",National,"On May 31, government-sponsored rallies took place in Baghdad and other cities, which saw the participation of factions from the PMF in commemoration of 'Quds Day'. [size=not reported]",0,1571164552,IRQ
5209057,368,IRQ20328,20328,"29 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Qadissiya,Shamiya,,"Nahiyat Ghammas",31.7431,44.6196,1,"Al Mirbad",National,"On May 29, tens of residents of Ghammas area protested in refusal of the governor's decision to relieve the Director of the Municipality of his duties and demanded that he be reinstated. [size=tens]",0,1559607663,IRQ
5209048,368,IRQ20319,20319,"28 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,Yaqein,National,"On May 28, tens of unemployed people protested in front of the Basra oil company in Basra city, demanding that they are provided jobs, after being enrolled in training sessions for months so that they can join the companies working in the oil sector, however, the local government did not fulfill its promise. [size=tens]",0,1559607663,IRQ
5209049,368,IRQ20320,20320,"28 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","New Generation Movement",6,,,0,60,"Middle East",Iraq,Sulaymaniyah,Sulaymaniyah,,Sulaymaniyah,35.565,45.4329,1,"NRT News",National,"On May 28, dozens of volunteers from the New Generation gathered outside the main office of the New Generation Movement in Sulaimani city to denounce the detention of Movement leader Shaswar Abdulwahid and 11 volunteers. [size=dozens]",0,1559607663,IRQ
5209028,368,IRQ20299,20299,"26 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Kerbala,Kerbala,,Kerbala,32.5979,44.0165,1,Yaqein,National,"On May 26, tens of daily wagers protested in Kerbala city, demanding that their contracts be changed to fixed-term contracts in Kerbala university. [size=tens]",0,1559607661,IRQ
5195536,368,IRQ20266,20266,"24 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Sadrist Movement",6,,,0,60,"Middle East",Iraq,Baghdad,Rusafa,,"Baghdad - Rusafa",33.3473,44.4116,1,"Al Mirbad",National,"On May 24, hundreds of Sadrists gathered in Tahrir square (Rusafa) in central Baghdad, to participate in a protest to demand that Iraq be removed from the US-Iranian conflict. [size=hundreds]",0,1559008228,IRQ
5195537,368,IRQ20267,20267,"24 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Sadrist Movement",6,,,0,60,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,"Al Mirbad",National,"On May 24, hundreds of Sadrists gathered in Basra to protest all over Basra, in four streets and cutting off two streets, one service and the other general, indicating that the masses of Basra send a message to the whole world that Iraq is not a party to 'your wars' and rejecting the involvement of Iraq in the US-Iranian conflict. [size=hundreds]",0,1559008228,IRQ
5195538,368,IRQ20268,20268,"24 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Sadrist Movement",6,,,0,60,"Middle East",Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,1,"Al Mirbad",National,"On May 24, hundreds of Sadrists gathered in Thi-Qar in central Nassiriya city, rejecting the involvement of Iraq in the US-Iranian conflict and denouncing war, while calling for peace. [size=hundreds]",0,1559008228,IRQ
5195539,368,IRQ20269,20269,"24 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Sadrist Movement",6,,,0,60,"Middle East",Iraq,Muthanna,"As Samawah",,"As Samawah",31.3059,45.2799,1,"Al Mirbad",National,"On May 24, hundreds of Sadrists gathered in Muthanna in Samawah city, rejecting the involvement of Iraq in the US-Iranian conflict and denouncing war, while calling for peace, and stating that the position of the Iraqi people is aligned with that of their leader al Sadr who rejects this war. [size=hundreds]",0,1559008228,IRQ
5195540,368,IRQ20270,20270,"24 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Sadrist Movement",6,,,0,60,"Middle East",Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,1,"Al Mirbad",National,"On May 24, hundreds of Sadrists gathered in Diwaniyah city, rejecting the involvement of Iraq in the US-Iranian conflict and denouncing war, while calling for peace, and stating that the position of the Iraqi people is aligned with that of their leader al Sadr who rejects this war. [size=hundreds]",0,1559008228,IRQ
5195513,368,IRQ20243,20243,"19 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Sadrist Movement",6,,,0,60,"Middle East",Iraq,Baghdad,Rusafa,,"Baghdad - Rusafa",33.3473,44.4116,1,"National Iraqi News Agency",National,"On May 19, dozens of Sadrists loyalists participated in a solidarity stand/protest in Tahrir Square (Rusafa) in central Baghdad, a protest called by the Office of Martyr al-Sadr in Baghdad in support of the reformist project by Sadr to fight corruption and the corrupt. [size=dozens]",0,1559008228,IRQ
5564151,368,IRQ20215,20215,"15 May 2019",2019,1,Protests,"Excessive force against protesters","Protesters (Iraq)","Sadrist Movement",6,"Private Security Forces (Iraq)",,8,68,"Middle East",Iraq,Najaf,Najaf,,Najaf,32.0259,44.3462,1,"AP; Al Sumaria TV",National-International,"On May 15, tens of Sadr followers protested in front of the Bashir Mall in Najaf city, demanding its closure. The mall's private security company responded by firing shots, killing 4 protesters and injuring 17 others. [size=tens]",4,1563305272,IRQ
5183776,368,IRQ20216,20216,"15 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Sadrist Movement",6,,,0,60,"Middle East",Iraq,Kerbala,Kerbala,,Kerbala,32.5979,44.0165,1,"Al Sumaria TV",National,"On May 15, hundreds of Sadr followers protested in Kerbala city in front of a contracting company and closed the company's doors. [size=hundreds]",0,1558388390,IRQ
5183777,368,IRQ20217,20217,"15 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Sadrist Movement",6,,,0,60,"Middle East",Iraq,Babylon,Hilla,,Hilla,32.4637,44.4196,1,"Al Sumaria TV",National,"On May 15, tens of Sadr followers protested in Hilla city, against the figures excluded by Sadr from the movement. [size=tens]",0,1558388390,IRQ
5183778,368,IRQ20218,20218,"15 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Farmers (Iraq)",6,,,0,60,"Middle East",Iraq,Basrah,Al-Qurna,,Qurna,31.0167,47.4333,2,"Al Mirbad",National,"On May 15, a number of farmers in al Qurna district and the areas in north Basra protested demanding compensation for agricultural lands that were flooded by the opening of dams by the ministries of oil and water resources, and compensation for the damages. [size=no report]",0,1558388390,IRQ
5183779,368,IRQ20219,20219,"15 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Sadrist Movement",6,,,0,60,"Middle East",Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,1,"Al Mirbad",National,"On May 15, tens of supporters of Sadr in Diwaniyah city, protested in front of the college of Medicine rejecting the abuse of government lands by political parties. [size=tens]",0,1558388390,IRQ
5183762,368,IRQ20202,20202,"13 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Sulaymaniyah,Sulaymaniyah,,Sulaymaniyah,35.565,45.4329,1,"NRT News",National,"On May 13, people with disabilities protested in Sulaimaniyah by symbolically burning tablecloths, decrying the government's failure to provide a social safety net that allowed for a dignified standard of living. [size=no report]",0,1558388390,IRQ
5172453,368,IRQ20175,20175,"09 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","New Generation Movement",6,,,0,60,"Middle East",Iraq,Erbil,Erbil,,Erbil,36.1926,44.0106,1,"NRT News",National,"On May 9, several civil society activists and volunteers from the New Generation Movement gathered outside the United Nations office in Erbil to protest the detention of New Generation volunteers in Sulaimani and Halabja. [size=not reported]",0,1557795937,IRQ
5172431,368,IRQ20153,20153,"06 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,1,"All Iraq News Agency",National,"On May 6, local residents led a large demonstration in al Nasiriyah city, Thi-Qar province, against MP Haifa Kadhim Al Amin after he described the south of Iraq as 'backward'. [size=large]",0,1557795937,IRQ
5155769,368,IRQ20132,20132,"03 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Sulaymaniyah,Chamchamal,,Aghceler,35.748,44.8983,1,"NRT News",National,"On May 3, a number of people protested the lack of services in Aghceler (Akhjalar), Chamchamal district, west of Sulaimani city. [size=no report]",0,1557183149,IRQ
5155772,368,IRQ20133,20133,"03 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Baghdad,"Al Rashid",,"Baghdad - Al Rashid",33.2362,44.3428,1,"All Iraq News Agency",National,"On May 3, tens of residents of the Abu Dashir area (Al Rashid) n Baghdad, protested the failure of the owners of generators to adhere to the price set by the government. [size=tens]",0,1557183149,IRQ
5155763,368,IRQ20126,20126,"02 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,1,Yaqein,National,"On May 2, tens of daily wagers protested in front of the Diwaniya provincial council building to demand the implementation of resolution 12 to convert their contracts to fixed contracts. [size=tens]",0,1557183149,IRQ
5155765,368,IRQ20128,20128,"02 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,1,"Al Mirbad",National,"On May 2, tens of commercial shop owners and professionals protested in the center of the city of Nasiriyah in front of the building of Dhi Qar province the closure of their shops to demand the municipality to pay the taxes for practicing the profession, advertising, and others on their behalf. [size=tens]",0,1557183149,IRQ
5155766,368,IRQ20129,20129,"02 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Muthanna,"As Samawah",,"As Samawah",31.3059,45.2799,3,"Al Mirbad",National,"On May 2, a number of cement factory laborers in al Muthanna province protested in front of the labor union against implementation of new regulations which were not contractually agreed upon and the arrest of a number of their colleagues by security forces. [size=no report]",0,1557183149,IRQ
5155767,368,IRQ20130,20130,"02 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,"Al Mirbad",National,"On May 2, a number of civilian activists presented the Kuwaiti consulate in Basra city with a Kuwaiti flag, after some demonstrators the day before took down the flag from atop the consulate in response to their anger towards the insults by the Kuwaiti sheik targeting Basra women. [size=no report]",0,1557183149,IRQ
5155753,368,IRQ20117,20117,"01 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,"National Iraqi News Agency",National,"On May 1, dozens of citizens and activists protested the abuse of Basra women by one of the sheikhs of Kuwait through social networking sites at the Kuwaiti consulate building on the Corniche Street in Basra city. The protesters demanded an official apology from the Kuwaiti authorities for the people and women of Basra. [size=dozens]",0,1557183149,IRQ
5155756,368,IRQ20120,20120,"01 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Erbil,Erbil,,Erbil,36.1926,44.0106,3,"NRT News",National,"On May 1, workers held rallies and gatherings across the Kurdistan Region to mark International Workers' Day and emphasize the importance of dignified labor and safe working conditions. The Kurdistan Workers' Syndicate organized a number of official activities in Erbil, and many workers expressed their concern about poor working conditions in the Kurdistan Region and criticized government and syndicate officials for not doing enough to improve the lives of workers. [size=no report]",0,1557183149,IRQ
5155757,368,IRQ20121,20121,"01 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Sulaymaniyah,Sulaymaniyah,,Sulaymaniyah,35.565,45.4329,3,"NRT News",National,"On May 1, workers held rallies and gatherings across the Kurdistan Region to mark International Workers' Day and emphasize the importance of dignified labor and safe working conditions. The Kurdistan Workers' Syndicate organized a number of official activities in Sulaymaniyah area, and many workers expressed their concern about poor working conditions in the Kurdistan Region and criticized government and syndicate officials for not doing enough to improve the lives of workers. [size=no report]",0,1557183149,IRQ
5155758,368,IRQ20122,20122,"01 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Dahuk,Dahuk,,Dahuk,36.8671,42.9884,3,"NRT News",National,"On May 1, workers held rallies and gatherings across the Kurdistan Region to mark International Workers' Day and emphasize the importance of dignified labor and safe working conditions. The Kurdistan Workers' Syndicate organized a number of official activities in Dahuk area, and many workers expressed their concern about poor working conditions in the Kurdistan Region and criticized government and syndicate officials for not doing enough to improve the lives of workers. [size=no report]",0,1557183149,IRQ
5155744,368,IRQ20109,20109,"30 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Erbil,Erbil,,Erbil,36.1926,44.0106,1,"NRT News",National,"On Apr 30, members of Erbil branch of the Kurdistan Workers' Syndicate and dozens of unaffiliated workers gathered outside the Kurdistan Parliament to protest substandard and illegal working conditions in Erbil city, one day before International Workers Day. [size=no report]",0,1557183149,IRQ
5155745,368,IRQ20110,20110,"30 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Health Workers (Iraq)",6,,,0,60,"Middle East",Iraq,Erbil,Erbil,,Erbil,36.1926,44.0106,1,"NRT News",National,"On Apr 30, volunteer health workers protested in Erbil calling for permanent employment at government health care facilities. [size=no report]",0,1557183149,IRQ
5155746,368,IRQ20111,20111,"30 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Health Workers (Iraq)",6,,,0,60,"Middle East",Iraq,Sulaymaniyah,Sulaymaniyah,,Sulaymaniyah,35.565,45.4329,1,"NRT News",National,"On Apr 30, volunteer health workers protested in Sulaymaniyah calling for permanent employment at government health care facilities. [size=no report]",0,1557183149,IRQ
5155747,368,IRQ20112,20112,"30 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Health Workers (Iraq)",6,,,0,60,"Middle East",Iraq,Sulaymaniyah,Kalar,,Kalar,34.6281,45.3185,1,"NRT News",National,"On Apr 30, volunteer health workers protested in Kalar city calling for permanent employment at government health care facilities. [size=no report]",0,1557183149,IRQ
5155748,368,IRQ20113,20113,"30 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Baghdad,Baghdad,,Baghdad,33.3248,44.4213,1,"Al Mawqif",National,"On Apr 30, tens of those who have been fired and whose contracts have been revoked by the Ministries of Defense and Interior protested near the House of Representatives to demand their return to service, security forces closed the gates preventing the protesters from approaching in Baghdad (presumably). [size=no report]",0,1557183149,IRQ
5155733,368,IRQ20099,20099,"28 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq); Government of Iraq (2014-) Kurdistan Regional Government",6,,,0,60,"Middle East",Iraq,Sulaymaniyah,Sulaymaniyah,,Sulaymaniyah,35.565,45.4329,1,"NRT News",National,"On Apr 28, employees at the Directorate of Printing in Sulaimani gathered to protest delayed salary payments and to demand overtime pay to make up for a newly implemented schedule requiring them to work longer hours. They also said that the schedule change applied only to their directorate and demanded that they have the same working conditions as other government ministries. [size=no report]",0,1557183149,IRQ
5155734,368,IRQ20100,20100,"28 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq); Government of Iraq (2014-) Kurdistan Regional Government",6,,,0,60,"Middle East",Iraq,Erbil,Erbil,,Erbil,36.1926,44.0106,1,"NRT News",National,"On Apr 28, workers at the KRG's interior ministry protested outside the Kurdistan Parliament building in Erbil to urge the government to pay the ministry's civilian and military personnel on equivalent scales. [size=notreported]",0,1557183149,IRQ
5155735,368,IRQ20101,20101,"28 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Sadrist Movement",6,,,0,60,"Middle East",Iraq,Najaf,Najaf,,Najaf,32.0259,44.3462,1,"Iraqi News",National,"On Apr 28, many Sadr Supporters protested in front of the Bahraini consulate building in Najaf to protest Khaled Bin Ahmed, the Bahraini Foreign Minister's statements against their leader, Muqtada al-Sadr. Protesters carried roses after close persons to al-Sadr affirmed his call for anyone who wants to demonstrate in front of the Bahraini consulate to handing over a rose as a gift to the Bahraini people. A delegation of protesting clerics also entered the consulate and handed over bouquets of roses and a letter calling the Bahraini government for an official apology. [size=no report]",0,1557183149,IRQ
5151602,368,IRQ20092,20092,"27 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Sadrist Movement",6,,,0,60,"Middle East",Iraq,Najaf,Najaf,,Najaf,32.0259,44.3462,1,"National Iraqi News Agency",National,"On Apr 27, a group of followers of the Sadrist Movement gathered in front of the Bahraini consulate in the old city of Najaf, denouncing the Tweets of Bahraini officials towards Al-Sadr. [size=group]",0,1556577819,IRQ
5151604,368,IRQ20094,20094,"27 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Journalists (Iraq)",6,,,0,60,"Middle East",Iraq,Sulaymaniyah,Rania,,Rania,36.2551,44.8824,1,"NRT News",National,"On Apr 27, a number of activists and journalists protested about the poor quality of the roads in Ranya, which have contributed to two recent fatal car crashes. [size=no report]",0,1556577819,IRQ
5151591,368,IRQ20081,20081,"25 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,"Al Mirbad",National,"On Apr 25, tens of former prisoners of the Gulf War renewed their protest in front of the building of the Directorate of Basra province, demanding rights to them as well as the refugees who were with them. They had not been given any salaries or land cuts, either by the previous regime or by the current one. [size=tens]",0,1556577819,IRQ
5151592,368,IRQ20082,20082,"25 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Teachers (Iraq)",6,,,0,60,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,"Al Mirbad",National,"On Apr 25, tens of teachers in Basra protested in front of the local government building demanding permanent contracts for consultants and the activation of the law regarding the protection of teachers, as well as the dissolution of the current Teachers Union, to hold new election for a new union as well as health insurance for educational staff. [size=tens]",0,1556577819,IRQ
5151569,368,IRQ20059,20059,"23 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Health Workers (Iraq)",6,,,0,60,"Middle East",Iraq,Qadissiya,Afak,,Afak,32.0643,45.2474,2,"Al Mirbad",National,"On Apr 23, the medical and nursing staff at Afaq Hospital in the eastern Diwaniyah province organized a protest inside the hospital to protest the shooting of a doctor when an unidentified armed group tried to loot his home yesterday. They demanded the government and security authorities to prosecute the perpetrators and help protect doctors and health workers. [size=no report]",0,1556577819,IRQ
5151570,368,IRQ20060,20060,"23 April 2019",2019,2,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,"Al Mirbad",National,"On Apr 23, a number of residents protested near the central directorate building in al Maaqal area in central Basra city, demanding the abolition of the provincial council on the grounds that it isnt legitimate and is overrun by corruption. [size=no report]",0,1556577819,IRQ
5151562,368,IRQ20052,20052,"22 April 2019",2019,2,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq); Former Government of Iraq (2018-)",6,,,0,60,"Middle East",Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,3,"Al Ahad TV",National,"As reported on Apr 22, a number of personnel dismissed from service in the Ministries of Interior and Defense in Thi Qar province protested demanding their return and emphasizing the demands of the protesters in Baghdad. [size=no report]",0,1556577819,IRQ
5151546,368,IRQ20036,20036,"21 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Kirkuk,Kirkuk,,Kirkuk,35.4681,44.3922,3,Yaqein,National,"On Apr 21, residents of Hanjira, Bajuwan and Jubaleijah villages in Kirkuk province, gathered and protested against efforts to demolish their homes in order to build oil production facilities. The government gave them a 20-day notice to evacuate the three villages. [size=no report]",0,1556577819,IRQ
5151547,368,IRQ20037,20037,"21 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Teachers (Iraq)",6,,,0,60,"Middle East",Iraq,Erbil,Erbil,,Erbil,36.1926,44.0106,1,"NRT News",National,"On Apr 21, dozens of teachers, who were contracted by directors of government schools, protested in Erbil city demanding the Kurdistan Regional Government (KRG) employ them as permanent staff. [size=dozens]",0,1556577819,IRQ
5151548,368,IRQ20038,20038,"21 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Teachers (Iraq)",6,,,0,60,"Middle East",Iraq,Sulaymaniyah,Sulaymaniyah,,Sulaymaniyah,35.565,45.4329,1,"NRT News",National,"On Apr 21, dozens of teachers, who were contracted by directors of government schools, protested in Sulaymaniyah city demanding the Kurdistan Regional Government (KRG) employ them as permanent staff. [size=dozens]",0,1556577819,IRQ
5151550,368,IRQ20040,20040,"21 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Teachers (Iraq)",6,,,0,60,"Middle East",Iraq,Sulaymaniyah,Kalar,,Kalar,34.6281,45.3185,1,"NRT News",National,"On Apr 21, dozens of teachers, who were contracted by directors of government schools, protested in Garmian city (aka Kalar city) demanding the Kurdistan Regional Government (KRG) employ them as permanent staff. [size=dozens]",0,1556577819,IRQ
5151552,368,IRQ20042,20042,"21 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Erbil,Erbil,,Erbil,36.1926,44.0106,1,"NRT News",National,"On Apr 21, dozens of people with disabilities gathered outside the Kurdistan Regional Government (KRG) Council of Ministers in Erbil city to demand their salaries be paid, they said they had not received any payments for the last two months. [size=dozens]",0,1556577819,IRQ
5134443,368,IRQ20028,20028,"19 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Kurdish Ethnic Group (Iraq)",6,,,0,60,"Middle East",Iraq,Kirkuk,Dibis,,Sarkaran,35.7059,43.8978,1,Basnews,Subnational,"On Apr 19, a number of Kurdish villagers gathered in the Sargaran subdistrict of Kirkuk protesting the Arabization campaign in the area as well as ""occupation"" of their agricultural lands, calling on both the Kurdistan Regional Government (KRG) and the Iraqi government to resolve their disputes through peaceful dialogue. [size=not reported]",0,1555976705,IRQ
5134439,368,IRQ20024,20024,"18 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Sulaymaniyah,Sulaymaniyah,,Sulaymaniyah,35.565,45.4329,1,"NRT News",National,"On Apr 18, employees at the General-Directorate of Culture and Art in Sulaimani protested their salaries being delayed. The employees were also protesting against a decision by the Kurdistan Regional Government (KRG) that added extra hours to the working day for employees across the Kurdistan Region. [size=not reported]",0,1555976705,IRQ
5134428,368,IRQ20013,20013,"16 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Teachers (Iraq); Kurdish Ethnic Group (Iraq)",6,,,0,60,"Middle East",Iraq,Sulaymaniyah,Sulaymaniyah,,Sulaymaniyah,35.565,45.4329,1,"NRT News",National,"On Apr 16, dozens of employees and professors at the University of Sulaimani have gone on strike to protest delayed salary payments, protests occurred outside both the old and new campuses of the University of Sulaimani. [size=dozens]",0,1555976705,IRQ
