data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5134429,368,IRQ20014,20014,"16 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Farmers (Iraq); Kurdish Ethnic Group (Iraq)",6,,,0,60,"Middle East",Iraq,Baghdad,Rusafa,,"Baghdad - Rusafa",33.3473,44.4116,1,"NRT News",National,"On Apr 16, dozens of Kurdish farmers protested in Tahrir square (Rusafa), Baghdad the fact that the central government has not paid them for three years of wheat harvests. [size=dozens]",0,1555976705,IRQ
5134416,368,IRQ20002,20002,"15 April 2019",2019,2,Protests,"Protest with intervention","Protesters (Iraq)",,6,"Police Forces of Iraq (2018-)",,1,16,"Middle East",Iraq,Baghdad,"9 Nissan",,"Baghdad - 9 Nissan",33.3409,44.4927,1,Rudaw,National,"As reported on Apr 15, police forces used force to disperse a protest in al Maamil area (9 Nissan) eastern Baghdad. The protest attracted large numbers who shut down the most important oil depots to protest the lack of services, injuring a number of protesters. [size=large]",0,1555976705,IRQ
5134420,368,IRQ20006,20006,"15 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Students (Iraq)",6,,,0,60,"Middle East",Iraq,Sulaymaniyah,Rania,,Rania,36.2551,44.8824,1,"NRT News",National,"On Apr 15, dozens of university students protested in the city of Ranya against the suspension of their stipends by the regional government, demanding that the government begin paying their monthly stipend after a five-year halt. The protests began on April 1 and are now entering their third week. [size=dozens]",0,1555976705,IRQ
5128017,368,IRQ19519,19519,"10 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Farmers (Iraq)",6,,,0,60,"Middle East",Iraq,Muthanna,"As Samawah",,"As Samawah",31.3059,45.2799,3,Yaqein,National,"On Apr 10, the local union of agricultural cooperative societies in Muthanna organized a protest demanding their rights, the most important of which was compensating farmers affected by rainfall, and wheat and barley farms as well as raising the prices of these crops and compensating the barley farmers for 2017, as promised by the government.[size=not reported]",0,1555367767,IRQ
5918967,368,IRQ19448,19448,"09 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq); Government of Iraq (2018-); Health Workers (Iraq)",6,,,0,60,"Middle East",Iraq,Baghdad,Baghdad,,Baghdad,33.3248,44.4213,1,Yaqein,National,"On Apr 09, hundreds of employees working in administration, legal and accounts at the Ministry of Health and directorates in all Iraqi provinces, protested in front of the Ministry of Health, in Baghdad, to claim their financial rights and the abolition of job discrimination. [size=hundreds]",0,1567465412,IRQ
5356714,368,IRQ19337,19337,"01 April 2019",2019,1,Protests,"Protest with intervention","Protesters (Iraq)","Students (Iraq); Kurdish Ethnic Group (Iraq)",6,"Police Forces of Iraq (2018-) Asayish",,1,16,"Middle East",Iraq,Sulaymaniyah,Sulaymaniyah,,Sulaymaniyah,35.565,45.4329,1,"Yaqein; NRT News",National,"On Apr 1, security forces in Sulaymaniyah city blocked dozens of student protesters from organizing a protest demanding the release of their financial grants that they have not received for more than three years, as well as confiscating their tents and arrested 3 students near the main gate of Sulaymaniyah university, and blocked journalists from covering the event. [size=dozens]",0,1561470057,IRQ
5356715,368,IRQ19338,19338,"01 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Students (Iraq); Kurdish Ethnic Group (Iraq)",6,,,0,60,"Middle East",Iraq,Erbil,Erbil,,Erbil,36.1926,44.0106,1,"Yaqein; NRT News",National,"On Apr 1, dozens students from universities all over Kurdistan protested in front of the Ministry of Higher Education and Scientific Research in the Kurdistan Region's capital, Erbil city, against the suspension of their stipends by the Kurdistan Regional Government (KRG). [size=dozens]",0,1561470057,IRQ
5205205,368,IRQ19327,19327,"31 March 2019",2019,2,Riots,"Mob violence","Rioters (Iraq)",,5,"Civilians (Iraq)","Journalists (Iraq); Women (Iraq)",7,57,"Middle East",Iraq,Babylon,Hilla,,Hilla,32.4637,44.4196,1,Yaqein,National,"As reported on Mar 31, the journalist Intizar al Sultani was badly beaten after being locked up by unidentified assailants in a room in the Babylon province directorate building in Hilla city. Her cell phone, her bag (containing her heart medication) and other work-related materials were taken from her and she was transported to the hospital in a comatose state.",0,1559160532,IRQ
5654714,368,IRQ19304,19304,"24 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Ninewa,Mosul,,Mosul,36.335,43.1189,1,"Al Ghad Press",National,"On Mar 24, protests continued this week in Mosul city demanding that those who were responsible for the sinking of the ferry be held accountable and the protesters called for the formation of an international commission of inquiry. [size=no report]",0,1563908701,IRQ
5654308,368,IRQ19257,19257,"22 March 2019",2019,1,Riots,"Mob violence","Rioters (Iraq)",,5,"Civilians (Iraq)","Government of Iraq (2018-)",7,57,"Middle East",Iraq,Ninewa,Mosul,,Mosul,36.335,43.1189,1,"NRT News; Yaqein",National,"On Mar 22, a large number of Mosul residents demonstrated the sinking of the ferry boat in Mosul, with at least 200 people on board and demanded that the authorities take firm action against the perpetrators of the incident, and accused the government and officials of being at fault. As the governor of Ninewa came to visit the site, his vehicle was surrounded by rioters who hurled accusations at him, and some attacked the car and broke the car's windows. [size=large]",0,1563908701,IRQ
5654725,368,IRQ19261,19261,"22 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Ninewa,Mosul,,Mosul,36.335,43.1189,1,"NRT News; Yaqein",National,"On Mar 22, the Iraqi president visited the site where the ferry sank and was met with anger and shouts of corruption and negligence. As he arrived at that location, the victims' relatives surrounded the Iraqi president, who was rushed out of the area by police. [size=no report]",0,1563908701,IRQ
5654527,368,IRQ19242,19242,"18 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Erbil,Erbil,,Erbil,36.1926,44.0106,1,"NRT News",National,"On Mar 18, dozens of activists protested outside the United Nations headquarters in Erbil city against the Turkish occupation of Afrin. [size=dozens]",0,1563908701,IRQ
5654327,368,IRQ19224,19224,"14 March 2019",2019,2,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Babylon,Hilla,,"Hamzah ar Rakawi",32.4044,44.3689,2,"National Iraqi News Agency",National,"As reported on Mar 14, dozens of citizens in the western Hamzah district south of Hilla, the center of the province of Babylon, protested demanding services, and cut off the main road linking Hilla and the province. [size=dozens]",0,1563908701,IRQ
5654153,368,IRQ19215,19215,"13 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq); Former Government of Iraq (2018-)",6,,,0,60,"Middle East",Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,3,Yaqein,National,"On Mar 13, hundreds of employees of the Ministry of Water Resources, protested for the fourth day in a row in front of the ministry building in the province of Dhi Qar to demand the payment of their delayed salaries, while threatening to turn their demonstrations into open sit-ins until their legitimate demands are met.[size=hundreds]",0,1563908700,IRQ
5653478,368,IRQ19204,19204,"11 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Kurdish Ethnic Group (Iraq)",6,,,0,60,"Middle East",Iraq,Kirkuk,Kirkuk,,Kirkuk,35.4681,44.3922,2,Basnews,Subnational,"On Mar 11, several dozens of residents of a village in southern Kirkuk gathered on to protest the Arabsa۪ returning to the area with the help of local government to seize the Kurdish-owned lands. The gathering was held after several Arab families visited Tarjil village near Jalawla to allegedly force the indigenous Kurds out of their lands. [size=dozens]",0,1563908700,IRQ
5653366,368,IRQ19207,19207,"11 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Diyala,Baquba,,Baquba,33.7466,44.6437,3,Yaqein,National,"On Mar 11, hundreds of unemployed laborers protested in front of the Diyala provincial directorate building demanding government support of the national industry and reducing foreign labor. [size=hundreds]",0,1563908700,IRQ
5653303,368,IRQ19202,19202,"10 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Baghdad,Rusafa,,"Baghdad - Rusafa",33.3473,44.4116,1,"Baghdad Today",National,"On Mar 10, hundreds of personnel working on the ministry's of Interior and Defense whose contracts were annulled protesting in Tahrir square (Rusafa) in central Baghdad demanding that they be given back their jobs. [size=hundreds]",0,1563908699,IRQ
5897965,368,IRQ19181,19181,"08 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,2,"Al Sumaria TV; Yaqein",National,"On Mar 08, dozens of people protested close to the provincial council of Iraq's Basra for a second day, demanding economic reform and better services, including the dismissal of local government officials and the release of detained protestors, as well as public sector employment opportunities and measures to combat administrative corruption. A number of civilians from the areas of Tawba and al-Nakhila in Basra district protested the poor level of services and infrastructure in the areas regarding water drainage, garbage disposal and other city council services. [size=dozens]",0,1567462426,IRQ
5653298,368,IRQ19171,19171,"07 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,"Iraq News Gazette",National,"On Mar 07, dozens of citizens demonstrated in front of the governorate building in the al-Maaqal area in Basrah city demanding better services and job opportunities for the unemployed. 1 police personnel was injured during the demonstration after the security forces dispersed the demonstrators by shots in the air and tear gas grenades; one of the demonstrators hit a police member with barbed wire.[size=dozens]",0,1563908699,IRQ
5885690,368,IRQ19161,19161,"05 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq); Teachers (Iraq)",6,,,0,60,"Middle East",Iraq,Basrah,"Shatt Al-Arab",,Al-Hartha,30.6934,47.7414,2,Yaqein,National,"On Mar 05, tens of daily wagers and temporary contract workers in the teaching sector in Shatt al Arab district protested demanding their financial dues and being provided permanent positions.[size=tens]",0,1567462301,IRQ
5885528,368,IRQ19162,19162,"05 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq); Health Workers (Iraq)",6,,,0,60,"Middle East",Iraq,Kerbala,Kerbala,,Kerbala,32.5979,44.0165,1,Yaqein,National,"On Mar 05, tens of administrative staff in Kerbala health department protested demanding equal treatment to that of their peers within the health institution and other ministries in Kerbala city. [size=tens]",0,1567462301,IRQ
5885804,368,IRQ19154,19154,"03 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,1,Yaqein,National,"On Mar 03, tens of the contractors working in electric power in the province of Dhi Qar in Nassriya demonstrated demanding fixed contracts from the Minister of Electricity and the central government. [size=tens]",0,1567462301,IRQ
5653983,368,IRQ19145,19145,"01 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,"National Iraqi News Agency",National,"On Mar 1, dozens of people from Basra gathered in front of the building of the local government and protested demanding better services and job opportunities for the unemployed. [size=dozens]",0,1563908700,IRQ
5653862,368,IRQ19146,19146,"01 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Yazidi Group (Iraq)",6,,,0,60,"Middle East",Iraq,Baghdad,Rusafa,,"Baghdad - Rusafa",33.3473,44.4116,1,"National Iraqi News Agency",National,"On Mar 1, dozens of protesters, and particularly Yazidi public figures, activists, as well as civilians, protested in Tahrir square (Rusafa) in the center of Baghdad the IS attack on Yazidis, beheading more than 50 Yazidi girls and women in the Syrian city of Baghouz. [size=dozens]",0,1563908700,IRQ
5885568,368,IRQ19134,19134,"27 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Farmers (Iraq)",6,,,0,60,"Middle East",Iraq,Basrah,Al-Zubair,,Al-Zubair,30.3921,47.7017,1,Yaqein,National,"On Feb 27, a number of farmers in Qurna district, north of Basra protested the dam of Abu al Fallen in al Zubair district, demanding that the government save the agricultural crop from drowning. [size=a number of people]",0,1567462301,IRQ
5885815,368,IRQ19126,19126,"26 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Students (Iraq); Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Baghdad,Baghdad,,Baghdad,33.3248,44.4213,1,Yaqein,National,"On Feb 26, tens of graduates from oil engineering colleges in central Iraq, protested demanding jobs in front of the Ministry of Oil. [size=tens]",0,1567462301,IRQ
5885787,368,IRQ19107,19107,"23 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Health Workers (Iraq)",6,,,0,60,"Middle East",Iraq,Diyala,Baquba,,Baquba,33.7466,44.6437,1,Yaqein,National,"On Feb 23, a number of doctors protested inside the headquarters of the doctors union in Baquba city, against the repeated attacks against medical personnel in various hospitals, calling for activating the law protecting doctors, in addition to tightening the role of security to reduce the cases of assault on medical personnel. [size=small]",0,1567462301,IRQ
5885729,368,IRQ19086,19086,"20 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Basrah,Al-Zubair,,"Qasr Ibn Darahim",30.35,47.6,2,Yaqein,National,"On Feb 20, hundreds of residents of al Zubair district protested in front of the gates of the oil company in Qasr Ibn Darahim, demanding their appointment in oil companies and the compensation for the delay in their appointment. [size=hundreds]",0,1567462301,IRQ
5885631,368,IRQ19066,19066,"17 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq); Health Workers (Iraq)",6,,,0,60,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,Yaqein,National,"On Feb 17, tens of medical staff protested inside al Sadr teaching hospital in al Bardaiyah area of Basrah city, demanding that they are provided functional rights, including increasing risk allocation and providing housing, as well as including their families in medical insurance. [size=tens]",0,1567462301,IRQ
5654274,368,IRQ15161,15161,"15 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Sadrist Movement",6,,,0,60,"Middle East",Iraq,Baghdad,Rusafa,,"Baghdad - Rusafa",33.3473,44.4116,1,"National Iraqi News Agency",National,"On Feb 15, thousands of members of the Sadrist movement took part in a rally in Tahrir Square (Rusafa) in central Baghdad in memory of the martyrs of the popular protests. The security forces had cut off the roads leading to Tahrir Square in central Baghdad ready for the demonstration called by the Sadrist movement.",0,1563908701,IRQ
5754514,368,IRQ15162,15162,"15 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,"Baghdad Today",National,"On Feb 15, dozens protested against poor services and the spread of unemployment, outside the local government headquarters in the province, calling for swift measures against corruption and exerting more pressure on the central government to resume suspended economic projects.",0,1567462140,IRQ
5885845,368,IRQ15137,15137,"11 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Students (Iraq)",6,,,0,60,"Middle East",Iraq,Erbil,Erbil,,Erbil,36.1926,44.0106,1,Yaqein,National,"On Feb 11, tens of the top graduate students from different universities and institutes protested the suspension of their appointment in front of the government cabinet building in central Erbil city.",0,1567462301,IRQ
5885598,368,IRQ15128,15128,"08 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Baghdad,Rusafa,,"Baghdad - Rusafa",33.3473,44.4116,1,Yaqein,National,"On Feb 08, tens of intellectuals and writers came out to Tahrir square (Rusafa) in central Baghdad, protesting the killing of the novelist Alaa Mashzoub.",0,1567462301,IRQ
5885647,368,IRQ15123,15123,"07 February 2019",2019,2,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Babylon,Mahawil,,Mahawil,32.6614,44.4085,1,Yaqein,National,"As reported on Feb 07, tens of residents of Mahawil city in Babylon province the mechanism used to hire cadres in the judicial system and the insisted that these positions were sold to corrupt individuals, they also demanded better services.",0,1567462301,IRQ
5653486,368,IRQ15092,15092,"03 February 2019",2019,2,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Kerbala,Kerbala,,Kerbala,32.5979,44.0165,1,"National Iraqi News Agency",National,"As reported on Feb 03, a number of intellectuals, authors, and writers including the Union of Iraqi Writers in Karbala city staged a protest against the assassination of their colleague Alaa Mashthoob by gunmen in front of his house, demanding that the perpetrators of the crime must be found and brought to justice.",0,1563908700,IRQ
6029435,368,IRQ15036,15036,"26 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)","PKK: Kurdistan Workers Party; Kurdish Ethnic Group (Iraq)",5,"Military Forces of Turkey (2016-)",,8,58,"Middle East",Iraq,Dahuk,Adhamiya,,Sheladiz,37.0348,43.7793,2,"Twitter; Liveuamap","Local partner-New media","On Jan 26, demonstrators from Shiladze town (PKK sympathizers) stormed a Turkish military base in response to Turkish airstrikes on PKK bases in Duhok governorate, Turkish forces allegedly killed 2 protesters and injured several others.",2,1571164377,IRQ
6158565,368,IRQ15028,15028,"25 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Military Forces of Iraq (2018-) Peshmerga; Kurdish Ethnic Group (Iraq)",6,,,0,60,"Middle East",Iraq,Sulaymaniyah,Sulaymaniyah,,Sulaymaniyah,35.565,45.4329,1,"BBC News",National,"On Jan 25, a large number of veteran Kurdish Peshmerga fighters gathered outside the headquarters of NRT TV station in the Iraqi Kurdish city of Sulaimaniyah, protesting comments made by a caller during a phone-in programme. The Peshmergas stated that they would not let anyone undermine the struggle of the Kurdish people and that they had filed a lawsuit against NRT and would pursue legal and civilian action to force it to apologize to the people of Kurdistan.",0,1571687606,IRQ
5885841,368,IRQ15022,15022,"23 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Baghdad,Karkh,,"Baghdad - Karkh",33.3164,44.4039,1,Yaqein,National,"On Jan 23, demonstrators marched across the hanging bridge towards the Green Zone (Karkh) in central Baghdad protesting for the second day in a row and demanding an increase in their salaries.",0,1567462301,IRQ
5885743,368,IRQ15012,15012,"22 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Farmers (Iraq)",6,,,0,60,"Middle East",Iraq,Basrah,Al-Zubair,,Al-Zubair,30.3921,47.7017,1,Yaqein,National,"On Jan 22, al-Zubair area farmers came out in large numbers to protest the import of Iranian tomatoes through Kurdish ports. Basra is suffering from an outbreak of disease in their tomato crop, which has caused them large financial losses. The tomato importation was already outlawed by the federal government.",0,1567462301,IRQ
5885769,368,IRQ15013,15013,"22 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Baghdad,Karkh,,"Baghdad - Karkh",33.3164,44.4039,1,Yaqein,National,"On Jan 22, demonstrators marched across the hanging bridge towards the Green Zone (Karkh) in central Baghdad to demand an increase in their salaries.",0,1567462301,IRQ
5885711,368,IRQ14951,14951,"18 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Baghdad,Rusafa,,"Baghdad - Rusafa",33.3473,44.4116,1,Yaqein,National,"On Jan 18, tens of demonstrators gathered in Tahrir square (Rusafa) Baghdad protesting the American presence in Iraq.",0,1567462301,IRQ
5885726,368,IRQ14952,14952,"18 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,Yaqein,National,"On Jan 18, residents of southern Basrah province came out to demonstrate against corruption and lack of services. Demonstrators set fire to police headquarters and police arrested 17 young men. The clashes between rioters and police forces left 1 police officer injured. Police forces used live ammunition and tear gas to disperse the crowd.",0,1567462301,IRQ
5885779,368,IRQ14946,14946,"16 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Muthanna,"As Samawah",,"As Samawah",31.3059,45.2799,1,Yaqein,National,"On Jan 16, a protest (a second of its kind in less than a week) organized by tens of labourers who've been let go from the oil refinery and were replaced by labourers from Iran gathered in front of the gates of the al Samawah refinery. The laborers demanded quick intervention and that these jobs be given back to the local Iraqi labour force.",0,1567462301,IRQ
5885673,368,IRQ14912,14912,"10 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","DPAK: Democratic Patriotic Alliance of Kurdistan",6,,,0,60,"Middle East",Iraq,Kirkuk,Kirkuk,,Kirkuk,35.4681,44.3922,1,Yaqein,National,"On Jan 10, supporters of the Patriotic Union of Kurdistan gathered in front of the presidents' headquarters in Kirkuk city, in protest of the government's decision to take down the flag of Kurdistan from the top of the party's HQs.",0,1567462301,IRQ
5885668,368,IRQ14896,14896,"07 January 2019",2019,2,Protests,"Protest with intervention","Protesters (Iraq)",,6,"Police Forces of Iraq (2018-)",,1,16,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,Yaqein,National,"As reported on Jan 07, a number of activists held an open sit-in demanding job opportunities and implementing reforms in the public square in Basra city. The police arrested a number of them before letting them go.",0,1567462301,IRQ
5885746,368,IRQ14878,14878,"05 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,1,Yaqein,National,"On Jan 05, tens of citizens and activist demanded the dismissal of the governor and the abolition of provincial councils in a protest in Diwaniyah city in front of the municipality building.",0,1567462301,IRQ
5885564,368,IRQ14872,14872,"03 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,Yaqein,National,"On Jan 03, employees who have been fired by Basrah Mills protested against being let go from their jobs in Basrah city.",0,1567462301,IRQ
5885718,368,IRQ14866,14866,"02 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Students (Iraq)",6,,,0,60,"Middle East",Iraq,Muthanna,"As Samawah",,"As Samawah",31.3059,45.2799,1,Yaqein,National,"On Jan 02, the human rights office in al Muthanna province carried out a protest with the participation of tens of school students and kindergartners demanding the amendment of the curricula and the enactment of child care laws in Celebration Square in Samawah city.",0,1567462301,IRQ
